"asset_id","filename","relative_path","category","format","dimensions","original_source","source_url","post_date_or_signal","source_context","people_shown","residential_or_commercial","service_work_shown","location","approximate_quality","possible_future_website_use","notes","duplicate_or_source_relationships","sha256"
"FB-RAW-122111514843229345","FB-RAW-646029585_122111514843229345_3636443880872943375_n.jpg","04-residential-work/maintenance/FB-RAW-646029585_122111514843229345_3636443880872943375_n.jpg","04-residential-work / maintenance","JPEG","x","Facebook Photos section, signed-in session","https://www.facebook.com/photo/?fbid=122111514843229345","Not displayed; collected 2026-08-12","Systematic raw Photos-section collection","Identity not yet reviewed","Unclassified","Unclassified","Not stated","Good; full-size Facebook source","Raw business archive; future classification and suitability review","Authenticity type: original business-page photo. Privacy/public-use review required if family or personal imagery is shown. Classified from signed-in Facebook Photos archive by visual review.","Distinct visible photo; not compared as a crop/near-duplicate.","C7CB4736D9DEB7DF3AF69002FF390ED2DB51C12C6007D1EDF23ECB4E8E0B53D2"
"FB-RAW-122111418489229345","FB-RAW-646213955_122111418489229345_2926036708225753759_n.jpg","04-residential-work/maintenance/FB-RAW-646213955_122111418489229345_2926036708225753759_n.jpg","04-residential-work / maintenance","JPEG","x","Facebook Photos section, signed-in session","https://www.facebook.com/photo/?fbid=122111418489229345","Not displayed; collected 2026-08-12","Systematic raw Photos-section collection","Identity not yet reviewed","Unclassified","Unclassified","Not stated","Good; full-size Facebook source","Raw business archive; future classification and suitability review","Authenticity type: original business-page photo. Privacy/public-use review required if family or personal imagery is shown. Classified from signed-in Facebook Photos archive by visual review.","Distinct visible photo; not compared as a crop/near-duplicate.","F49509FF50291A406084A52A4B6B3E3A40635DBF09CBEC96BF1C29207F22FF07"
"FB-RAW-122111999625229345","FB-RAW-648094777_122111999625229345_7310469310339666655_n.jpg","09-social-graphics/reference-shared-content/FB-RAW-648094777_122111999625229345_7310469310339666655_n.jpg","09-social-graphics / reference-shared-content","JPEG","x","Facebook Photos section, signed-in session","https://www.facebook.com/photo/?fbid=122111999625229345","Not displayed; collected 2026-08-12","Systematic raw Photos-section collection","Identity not yet reviewed","Unclassified","Unclassified","Not stated","Good; full-size Facebook source","Raw business archive; future classification and suitability review","Authenticity type: original business-page photo. Privacy/public-use review required if family or personal imagery is shown. Classified from signed-in Facebook Photos archive by visual review.","Distinct visible photo; not compared as a crop/near-duplicate.","A08AE43058C14342AA66B5FA92187B42E62E70901B5C1B38137AEBFCC5C6F2E6"
"FB-RAW-122113198521229345","FB-RAW-651694415_122113198521229345_1403700893025118552_n.jpg","02-team/technicians/FB-RAW-651694415_122113198521229345_1403700893025118552_n.jpg","02-team / technicians","JPEG","x","Facebook Photos section, signed-in session","https://www.facebook.com/photo/?fbid=122113198521229345","Not displayed; collected 2026-08-12","Systematic raw Photos-section collection","Identity not yet reviewed","Unclassified","Unclassified","Not stated","Good; full-size Facebook source","Raw business archive; future classification and suitability review","Authenticity type: original business-page photo. Privacy/public-use review required if family or personal imagery is shown. Classified from signed-in Facebook Photos archive by visual review.","Distinct visible photo; not compared as a crop/near-duplicate.","40A7CF58D1D85C7C38C956B551BBFC6A4802071218FCC3E59AEE536DF4F9FC92"
"FB-RAW-122106375615229345","FB-RAW-627084550_122106375615229345_5778365799678272284_n.jpg","04-residential-work/mini-splits-heat-pumps/FB-RAW-627084550_122106375615229345_5778365799678272284_n.jpg","04-residential-work / mini-splits-heat-pumps","JPEG","Not yet measured","Facebook Photos section, signed-in session","https://www.facebook.com/photo/?fbid=122106375615229345","Not displayed; collected 2026-08-12","Systematic raw Photos-section collection","Identity not yet reviewed","Unclassified","Unclassified","Not stated","Good; full-size Facebook source","Raw business archive; future classification and suitability review","Authenticity type: original business-page photo. Privacy/public-use review required if family or personal imagery is shown. Classified from signed-in Facebook Photos archive by visual review.","Distinct visible photo; not compared as a crop/near-duplicate.","9D080E537E000A214F9DF2EBC35EBC88FE48A169E63461804C80CBCBDCF16993"
"FB-RAW-122106375573229345","FB-RAW-627547906_122106375573229345_3754248109260997642_n.jpg","04-residential-work/maintenance/FB-RAW-627547906_122106375573229345_3754248109260997642_n.jpg","04-residential-work / maintenance","JPEG","Not yet measured","Facebook Photos section, signed-in session","https://www.facebook.com/photo/?fbid=122106375573229345","Not displayed; collected 2026-08-12","Systematic raw Photos-section collection","Identity not yet reviewed","Unclassified","Unclassified","Not stated","Good; full-size Facebook source","Raw business archive; future classification and suitability review","Authenticity type: original business-page photo. Privacy/public-use review required if family or personal imagery is shown. Classified from signed-in Facebook Photos archive by visual review.","Distinct visible photo; not compared as a crop/near-duplicate.","4093FAB4B86BC86F8878D173BD6AF51AF49E4A3529DB121E46D9F0ECCED4C076"
"FB-RAW-122106383559229345","FB-RAW-627833208_122106383559229345_2541820403018258239_n.jpg","02-team/family-business/FB-RAW-627833208_122106383559229345_2541820403018258239_n.jpg","personal/family business-page photo — privacy review","JPEG","Not yet measured","Facebook Photos section, signed-in session","https://www.facebook.com/photo/?fbid=122106383559229345","Not displayed; collected 2026-08-12","Systematic raw Photos-section collection","Family/people shown; identities not confirmed","General","Family-owned business story / behind-the-scenes","Not stated","Good; full-size Facebook source","Later human review; do not treat as pre-approved final website selection.","Family/child imagery; identities not confirmed. Privacy review required.","Distinct visible photo; not compared as a crop/near-duplicate.","4B43D64327BA871CB2B3F6917A6173007BD7498F2FC201541C17BB89E2AE9FD9"
"FB-RAW-122106383517229345","FB-RAW-627861565_122106383517229345_8017071829270416060_n.jpg","04-residential-work/maintenance/FB-RAW-627861565_122106383517229345_8017071829270416060_n.jpg","04-residential-work / maintenance","JPEG","Not yet measured","Facebook Photos section, signed-in session","https://www.facebook.com/photo/?fbid=122106383517229345","Not displayed; collected 2026-08-12","Systematic raw Photos-section collection","Identity not yet reviewed","Unclassified","Unclassified","Not stated","Good; full-size Facebook source","Raw business archive; future classification and suitability review","Authenticity type: original business-page photo. Privacy/public-use review required if family or personal imagery is shown. Classified from signed-in Facebook Photos archive by visual review.","Distinct visible photo; not compared as a crop/near-duplicate.","D6DDC3B32CE697701CF5D336096180A41B94F857AD822FCE629040F4662F9043"
"FB-RAW-122106383535229345","FB-RAW-629367514_122106383535229345_4121586145461485952_n.jpg","02-team/family-business/FB-RAW-629367514_122106383535229345_4121586145461485952_n.jpg","02-team / family-business","JPEG","Not yet measured","Facebook Photos section, signed-in session","https://www.facebook.com/photo/?fbid=122106383535229345","Not displayed; collected 2026-08-12","Systematic raw Photos-section collection","Identity not yet reviewed","Unclassified","Unclassified","Not stated","Good; full-size Facebook source","Raw business archive; future classification and suitability review","Authenticity type: original business-page photo. Privacy/public-use review required if family or personal imagery is shown. Classified from signed-in Facebook Photos archive by visual review.","Distinct visible photo; not compared as a crop/near-duplicate.","EBE1CB989FD7B5CC51ABDBC9A9F5E09689F23245B3ED25BB6EB414F1A86124D4"
"FB-RAW-122107720707229345","FB-RAW-630331820_122107720707229345_7375898873803129655_n.jpg","02-team/family-business/FB-RAW-630331820_122107720707229345_7375898873803129655_n.jpg","02-team / family-business","JPEG","Not yet measured","Facebook Photos section, signed-in session","https://www.facebook.com/photo/?fbid=122107720707229345","Not displayed; collected 2026-08-12","Systematic raw Photos-section collection","Identity not yet reviewed","Unclassified","Unclassified","Not stated","Good; full-size Facebook source","Raw business archive; future classification and suitability review","Authenticity type: original business-page photo. Privacy/public-use review required if family or personal imagery is shown. Classified from signed-in Facebook Photos archive by visual review.","Distinct visible photo; not compared as a crop/near-duplicate.","EE4EFDDAAE24EA244057FEC38104412DD5DCD7979B185EAA29F6139129E8C9C0"
"FB-RAW-122107512243229345","FB-RAW-630889048_122107512243229345_1610187866038589118_n.jpg","06-equipment-closeups/FB-RAW-630889048_122107512243229345_1610187866038589118_n.jpg","06-equipment-closeups","JPEG","Not yet measured","Facebook Photos section, signed-in session","https://www.facebook.com/photo/?fbid=122107512243229345","Not displayed; collected 2026-08-12","Systematic raw Photos-section collection","Identity not yet reviewed","Unclassified","Unclassified","Not stated","Good; full-size Facebook source","Raw business archive; future classification and suitability review","Authenticity type: original business-page photo. Privacy/public-use review required if family or personal imagery is shown. Classified from signed-in Facebook Photos archive by visual review.","Distinct visible photo; not compared as a crop/near-duplicate.","5A359B396B8F361479560F1E3368B7C57116BD7F7A35724544729460F5ED4B77"
"FB-RAW-122107507413229345","FB-RAW-631106535_122107507413229345_6479911699214104576_n.jpg","04-residential-work/maintenance/FB-RAW-631106535_122107507413229345_6479911699214104576_n.jpg","04-residential-work / maintenance","JPEG","Not yet measured","Facebook Photos section, signed-in session","https://www.facebook.com/photo/?fbid=122107507413229345","Not displayed; collected 2026-08-12","Systematic raw Photos-section collection","Identity not yet reviewed","Unclassified","Unclassified","Not stated","Good; full-size Facebook source","Raw business archive; future classification and suitability review","Authenticity type: original business-page photo. Privacy/public-use review required if family or personal imagery is shown. Classified from signed-in Facebook Photos archive by visual review.","Distinct visible photo; not compared as a crop/near-duplicate.","41EAD7F7524CFF50D349C5C656619CADCC927F463C461B571543935AB592E7FD"
"FB-RAW-122107507383229345","FB-RAW-631178080_122107507383229345_5144515855295778323_n.jpg","04-residential-work/installations/FB-RAW-631178080_122107507383229345_5144515855295778323_n.jpg","04-residential-work / installations","JPEG","Not yet measured","Facebook Photos section, signed-in session","https://www.facebook.com/photo/?fbid=122107507383229345","Not displayed; collected 2026-08-12","Systematic raw Photos-section collection","Identity not yet reviewed","Unclassified","Unclassified","Not stated","Good; full-size Facebook source","Raw business archive; future classification and suitability review","Authenticity type: original business-page photo. Privacy/public-use review required if family or personal imagery is shown. Classified from signed-in Facebook Photos archive by visual review.","Distinct visible photo; not compared as a crop/near-duplicate.","0B34EC7333A906BEC87E1F4F5ACDA0CF6ADE9EEACDAEDF7F8B59EBF35EC8C0C8"
"FB-RAW-122107507389229345","FB-RAW-631755538_122107507389229345_7206568304300854159_n.jpg","04-residential-work/maintenance/FB-RAW-631755538_122107507389229345_7206568304300854159_n.jpg","04-residential-work / maintenance","JPEG","Not yet measured","Facebook Photos section, signed-in session","https://www.facebook.com/photo/?fbid=122107507389229345","Not displayed; collected 2026-08-12","Systematic raw Photos-section collection","Identity not yet reviewed","Unclassified","Unclassified","Not stated","Good; full-size Facebook source","Raw business archive; future classification and suitability review","Authenticity type: original business-page photo. Privacy/public-use review required if family or personal imagery is shown. Classified from signed-in Facebook Photos archive by visual review.","Distinct visible photo; not compared as a crop/near-duplicate.","652B8EAC630F72D2DD0BA233AE8F288411EF384A40DFC69A73387739E51B99C9"
"FB-RAW-122107922643229345","FB-RAW-632757852_122107922643229345_2921439555987035867_n.jpg","03-vehicles/FB-RAW-632757852_122107922643229345_2921439555987035867_n.jpg","03-vehicles","JPEG","Not yet measured","Facebook Photos section, signed-in session","https://www.facebook.com/photo/?fbid=122107922643229345","Not displayed; collected 2026-08-12","Systematic raw Photos-section collection","Identity not yet reviewed","Unclassified","Unclassified","Not stated","Good; full-size Facebook source","Raw business archive; future classification and suitability review","Authenticity type: original business-page photo. Privacy/public-use review required if family or personal imagery is shown. Classified from signed-in Facebook Photos archive by visual review.","Distinct visible photo; not compared as a crop/near-duplicate.","B24350A9BB359CB190A34B60041A7B3832F7B79DBCEDFA23A3B358111F9313BE"
"FB-RAW-122107720719229345","FB-RAW-633685875_122107720719229345_3986063324554490546_n.jpg","02-team/family-business/FB-RAW-633685875_122107720719229345_3986063324554490546_n.jpg","02-team / family-business","JPEG","Not yet measured","Facebook Photos section, signed-in session","https://www.facebook.com/photo/?fbid=122107720719229345","Not displayed; collected 2026-08-12","Systematic raw Photos-section collection","Identity not yet reviewed","Unclassified","Unclassified","Not stated","Good; full-size Facebook source","Raw business archive; future classification and suitability review","Authenticity type: original business-page photo. Privacy/public-use review required if family or personal imagery is shown. Classified from signed-in Facebook Photos archive by visual review.","Distinct visible photo; not compared as a crop/near-duplicate.","97B0CA14888497D81BA54F41BB5FE86CCF2A0E77A58AF049C5ABC1DA930FA50E"
"FB-RAW-122107920477229345","FB-RAW-633887679_122107920477229345_3102682490268400339_n.jpg","02-team/family-business/FB-RAW-633887679_122107920477229345_3102682490268400339_n.jpg","02-team / family-business","JPEG","Not yet measured","Facebook Photos section, signed-in session","https://www.facebook.com/photo/?fbid=122107920477229345","Not displayed; collected 2026-08-12","Systematic raw Photos-section collection","Identity not yet reviewed","Unclassified","Unclassified","Not stated","Good; full-size Facebook source","Raw business archive; future classification and suitability review","Authenticity type: original business-page photo. Privacy/public-use review required if family or personal imagery is shown. Classified from signed-in Facebook Photos archive by visual review.","Distinct visible photo; not compared as a crop/near-duplicate.","33E64A078B69232150D25F1594CFC544479C36F2DEC6596840E0DA31CC3AACD8"
"FB-RAW-122107922613229345","FB-RAW-634138068_122107922613229345_1125104060677635659_n.jpg","02-team/family-business/FB-RAW-634138068_122107922613229345_1125104060677635659_n.jpg","02-team / family-business","JPEG","Not yet measured","Facebook Photos section, signed-in session","https://www.facebook.com/photo/?fbid=122107922613229345","Not displayed; collected 2026-08-12","Systematic raw Photos-section collection","Identity not yet reviewed","Unclassified","Unclassified","Not stated","Good; full-size Facebook source","Raw business archive; future classification and suitability review","Authenticity type: original business-page photo. Privacy/public-use review required if family or personal imagery is shown. Classified from signed-in Facebook Photos archive by visual review.","Distinct visible photo; not compared as a crop/near-duplicate.","7B3E4DF93A0CF89E0CA909065B364F29EE9FE4D98B23F3CA2FBBAB4A7C6529A1"
"FB-RAW-122107922631229345","FB-RAW-634659296_122107922631229345_2680491998325939017_n.jpg","02-team/family-business/FB-RAW-634659296_122107922631229345_2680491998325939017_n.jpg","personal/family business-page photo — privacy review","JPEG","Not yet measured","Facebook Photos section, signed-in session","https://www.facebook.com/photo/?fbid=122107922631229345","Not displayed; collected 2026-08-12","Systematic raw Photos-section collection","Family/people shown; identities not confirmed","General","Family-owned business story / behind-the-scenes","Not stated","Good; full-size Facebook source","Later human review; do not treat as pre-approved final website selection.","Family group business-page imagery; identities not confirmed. Privacy review required.","Distinct visible photo; not compared as a crop/near-duplicate.","F84F865EA38F5FAE9D9586FDD876A701F1CF546B1269B7520D17AF21B7F9F468"
"FB-RAW-122100687861229345","FB-RAW-619989416_122100687861229345_2531062762455031740_n.jpg","06-equipment-closeups/FB-RAW-619989416_122100687861229345_2531062762455031740_n.jpg","06-equipment-closeups","JPEG","Not yet measured","Facebook Photos section, signed-in session","https://www.facebook.com/photo/?fbid=122100687861229345","Not displayed; collected 2026-08-12","Systematic raw Photos-section collection","Identity not yet reviewed","Unclassified","Unclassified","Not stated","Good; full-size Facebook source","Raw business archive; future classification and suitability review","Authenticity type: original business-page photo. Privacy/public-use review required if family or personal imagery is shown. Classified from signed-in Facebook Photos archive by visual review.","Distinct visible photo; exact known logo duplicate excluded.","D1499CFAB7DA39C8717686D9C617C2D2E873224CD49A1C1EE61A8852BC208D8E"
"FB-RAW-122100692217229345","FB-RAW-621452506_122100692217229345_2888497492871371896_n.jpg","09-social-graphics/reference-shared-content/FB-RAW-621452506_122100692217229345_2888497492871371896_n.jpg","09-social-graphics / reference-shared-content","JPEG","Not yet measured","Facebook Photos section, signed-in session","https://www.facebook.com/photo/?fbid=122100692217229345","Not displayed; collected 2026-08-12","Systematic raw Photos-section collection","Identity not yet reviewed","Unclassified","Unclassified","Not stated","Good; full-size Facebook source","Raw business archive; future classification and suitability review","Authenticity type: original business-page photo. Privacy/public-use review required if family or personal imagery is shown. Classified from signed-in Facebook Photos archive by visual review.","Distinct visible photo; exact known logo duplicate excluded.","497D4EA29DBB56792F7A663C0D361141025852F6C710889BA738335D2C93C1C2"
"FB-RAW-122100693711229345","FB-RAW-621542988_122100693711229345_2649760714707393984_n.jpg","09-social-graphics/reference-shared-content/FB-RAW-621542988_122100693711229345_2649760714707393984_n.jpg","09-social-graphics / reference-shared-content","JPEG","Not yet measured","Facebook Photos section, signed-in session","https://www.facebook.com/photo/?fbid=122100693711229345","Not displayed; collected 2026-08-12","Systematic raw Photos-section collection","Identity not yet reviewed","Unclassified","Unclassified","Not stated","Good; full-size Facebook source","Raw business archive; future classification and suitability review","Authenticity type: original business-page photo. Privacy/public-use review required if family or personal imagery is shown. Classified from signed-in Facebook Photos archive by visual review.","Distinct visible photo; exact known logo duplicate excluded.","FD0D1DAC16BF05AF3AAC9E8C502D1E26B465C09C447751F7800F0AA7D1E522E3"
"FB-RAW-122100693411229345","FB-RAW-621647775_122100693411229345_533389812226883570_n.jpg","09-social-graphics/reference-shared-content/FB-RAW-621647775_122100693411229345_533389812226883570_n.jpg","09-social-graphics / reference-shared-content","JPEG","Not yet measured","Facebook Photos section, signed-in session","https://www.facebook.com/photo/?fbid=122100693411229345","Not displayed; collected 2026-08-12","Systematic raw Photos-section collection","Identity not yet reviewed","Unclassified","Unclassified","Not stated","Good; full-size Facebook source","Raw business archive; future classification and suitability review","Authenticity type: original business-page photo. Privacy/public-use review required if family or personal imagery is shown. Classified from signed-in Facebook Photos archive by visual review.","Distinct visible photo; exact known logo duplicate excluded.","B2A30B014F0E4F18CED233F171CF14B0AFB700F9A3769C58326098FB9724363C"
"FB-RAW-122100687819229345","FB-RAW-621731757_122100687819229345_1955505873463132387_n.jpg","04-residential-work/installations/FB-RAW-621731757_122100687819229345_1955505873463132387_n.jpg","04-residential-work / installations","JPEG","Not yet measured","Facebook Photos section, signed-in session","https://www.facebook.com/photo/?fbid=122100687819229345","Not displayed; collected 2026-08-12","Systematic raw Photos-section collection","Identity not yet reviewed","Unclassified","Unclassified","Not stated","Good; full-size Facebook source","Raw business archive; future classification and suitability review","Authenticity type: original business-page photo. Privacy/public-use review required if family or personal imagery is shown. Classified from signed-in Facebook Photos archive by visual review.","Distinct visible photo; exact known logo duplicate excluded.","A6BC35ED30CE6FDD6642B0A4ACEA19B29806AA247684F1ED5E2A71B7A293568E"
"FB-RAW-122101412973229345","FB-RAW-621801475_122101412973229345_2415455002573298987_n.jpg","01-brand/branded-graphics/FB-RAW-621801475_122101412973229345_2415455002573298987_n.jpg","01-brand / branded-graphics","JPEG","Not yet measured","Facebook Photos section, signed-in session","https://www.facebook.com/photo/?fbid=122101412973229345","Not displayed; collected 2026-08-12","Systematic raw Photos-section collection","Identity not yet reviewed","Unclassified","Unclassified","Not stated","Good; full-size Facebook source","Raw business archive; future classification and suitability review","Authenticity type: original business-page photo. Privacy/public-use review required if family or personal imagery is shown. Classified from signed-in Facebook Photos archive by visual review.","Distinct visible photo; exact known logo duplicate excluded.","3557067618ACA275F7AADC5CC760A6D3ED929BF8E5752F9E2184C73E6AB8EBD1"
"FB-RAW-122101412901229345","FB-RAW-621802264_122101412901229345_6042353181648541325_n.jpg","01-brand/branded-graphics/FB-RAW-621802264_122101412901229345_6042353181648541325_n.jpg","01-brand / branded-graphics","JPEG","Not yet measured","Facebook Photos section, signed-in session","https://www.facebook.com/photo/?fbid=122101412901229345","Not displayed; collected 2026-08-12","Systematic raw Photos-section collection","Identity not yet reviewed","Unclassified","Unclassified","Not stated","Good; full-size Facebook source","Raw business archive; future classification and suitability review","Authenticity type: original business-page photo. Privacy/public-use review required if family or personal imagery is shown. Classified from signed-in Facebook Photos archive by visual review.","Distinct visible photo; exact known logo duplicate excluded.","4D69C29EFD8A629CF7EB8018B15FDFE37853222DF08612FB047BE636AF5B9B4B"
"FB-RAW-122101412895229345","FB-RAW-621819097_122101412895229345_3392168013365939632_n.jpg","01-brand/branded-graphics/FB-RAW-621819097_122101412895229345_3392168013365939632_n.jpg","01-brand / branded-graphics","JPEG","Not yet measured","Facebook Photos section, signed-in session","https://www.facebook.com/photo/?fbid=122101412895229345","Not displayed; collected 2026-08-12","Systematic raw Photos-section collection","Identity not yet reviewed","Unclassified","Unclassified","Not stated","Good; full-size Facebook source","Raw business archive; future classification and suitability review","Authenticity type: original business-page photo. Privacy/public-use review required if family or personal imagery is shown. Classified from signed-in Facebook Photos archive by visual review.","Distinct visible photo; exact known logo duplicate excluded.","555252BA768ED48A62008D28821E5E2CB38EA348296192742E22792F6385B48F"
"FB-RAW-122102106723229345","FB-RAW-621846143_122102106723229345_1441293487714240416_n.jpg","09-social-graphics/reference-shared-content/FB-RAW-621846143_122102106723229345_1441293487714240416_n.jpg","09-social-graphics / reference-shared-content","JPEG","Not yet measured","Facebook Photos section, signed-in session","https://www.facebook.com/photo/?fbid=122102106723229345","Not displayed; collected 2026-08-12","Systematic raw Photos-section collection","Identity not yet reviewed","Unclassified","Unclassified","Not stated","Good; full-size Facebook source","Raw business archive; future classification and suitability review","Authenticity type: original business-page photo. Privacy/public-use review required if family or personal imagery is shown. Classified from signed-in Facebook Photos archive by visual review.","Distinct visible photo; exact known logo duplicate excluded.","14C23DFCE34343A6A77C44E58D7B702E0C06FB369688E3EF0EE68C58CF0ADB12"
"FB-RAW-122100695757229345","FB-RAW-621889696_122100695757229345_7872458200007321783_n.jpg","06-equipment-closeups/FB-RAW-621889696_122100695757229345_7872458200007321783_n.jpg","06-equipment-closeups","JPEG","Not yet measured","Facebook Photos section, signed-in session","https://www.facebook.com/photo/?fbid=122100695757229345","Not displayed; collected 2026-08-12","Systematic raw Photos-section collection","Identity not yet reviewed","Unclassified","Unclassified","Not stated","Good; full-size Facebook source","Raw business archive; future classification and suitability review","Authenticity type: original business-page photo. Privacy/public-use review required if family or personal imagery is shown. Classified from signed-in Facebook Photos archive by visual review.","Distinct visible photo; exact known logo duplicate excluded.","3968A2889F23A79398C10F9AAEDEAF36D9313E9E8849E5431ADA030DA7651014"
"FB-RAW-122100692373229345","FB-RAW-622065093_122100692373229345_6031351951559191519_n.jpg","09-social-graphics/reference-shared-content/FB-RAW-622065093_122100692373229345_6031351951559191519_n.jpg","09-social-graphics / reference-shared-content","JPEG","Not yet measured","Facebook Photos section, signed-in session","https://www.facebook.com/photo/?fbid=122100692373229345","Not displayed; collected 2026-08-12","Systematic raw Photos-section collection","Identity not yet reviewed","Unclassified","Unclassified","Not stated","Good; full-size Facebook source","Raw business archive; future classification and suitability review","Authenticity type: original business-page photo. Privacy/public-use review required if family or personal imagery is shown. Classified from signed-in Facebook Photos archive by visual review.","Distinct visible photo; exact known logo duplicate excluded.","F29EE1399905A765540A5ED77A77F9882F48A74CAEA131938C3B797866B8CA71"
"FB-RAW-122101159395229345","FB-RAW-622108358_122101159395229345_4560015956347184602_n.jpg","09-social-graphics/reference-shared-content/FB-RAW-622108358_122101159395229345_4560015956347184602_n.jpg","09-social-graphics / reference-shared-content","JPEG","Not yet measured","Facebook Photos section, signed-in session","https://www.facebook.com/photo/?fbid=122101159395229345","Not displayed; collected 2026-08-12","Systematic raw Photos-section collection","Identity not yet reviewed","Unclassified","Unclassified","Not stated","Good; full-size Facebook source","Raw business archive; future classification and suitability review","Authenticity type: original business-page photo. Privacy/public-use review required if family or personal imagery is shown. Classified from signed-in Facebook Photos archive by visual review.","Distinct visible photo; exact known logo duplicate excluded.","4F907CB1C14B98600CDDCD2457EB071F7DF8FBD1035410226570BF0CA5531DD3"
"FB-RAW-122101412961229345","FB-RAW-622394532_122101412961229345_3142685762680777651_n.jpg","01-brand/branded-graphics/FB-RAW-622394532_122101412961229345_3142685762680777651_n.jpg","01-brand / branded-graphics","JPEG","Not yet measured","Facebook Photos section, signed-in session","https://www.facebook.com/photo/?fbid=122101412961229345","Not displayed; collected 2026-08-12","Systematic raw Photos-section collection","Identity not yet reviewed","Unclassified","Unclassified","Not stated","Good; full-size Facebook source","Raw business archive; future classification and suitability review","Authenticity type: original business-page photo. Privacy/public-use review required if family or personal imagery is shown. Classified from signed-in Facebook Photos archive by visual review.","Distinct visible photo; exact known logo duplicate excluded.","D90AF219B79DF4AC6C806148CC0F43C9BF3E40B3CB9B084480E00D440C9A036B"
"FB-RAW-122104543137229345","FB-RAW-622583645_122104543137229345_3685310072144888696_n.jpg","10-review-related/archive-reference/FB-RAW-622583645_122104543137229345_3685310072144888696_n.jpg","10-review-related / archive-reference","JPEG","Not yet measured","Facebook Photos section, signed-in session","https://www.facebook.com/photo/?fbid=122104543137229345","Not displayed; collected 2026-08-12","Systematic raw Photos-section collection","Identity not yet reviewed","Unclassified","Unclassified","Not stated","Good; full-size Facebook source","Raw business archive; future classification and suitability review","Authenticity type: original business-page photo. Privacy/public-use review required if family or personal imagery is shown. Classified from signed-in Facebook Photos archive by visual review.","Distinct visible photo; exact known logo duplicate excluded.","89B39A9430C5499843E5A7DFEAFB5ABFE9687889EC26A1E07F28A0756494558C"
"FB-RAW-122102308005229345","FB-RAW-622788164_122102308005229345_1466182672434785105_n.jpg","04-residential-work/installations/FB-RAW-622788164_122102308005229345_1466182672434785105_n.jpg","04-residential-work / installations","JPEG","Not yet measured","Facebook Photos section, signed-in session","https://www.facebook.com/photo/?fbid=122102308005229345","Not displayed; collected 2026-08-12","Systematic raw Photos-section collection","Identity not yet reviewed","Unclassified","Unclassified","Not stated","Good; full-size Facebook source","Raw business archive; future classification and suitability review","Authenticity type: original business-page photo. Privacy/public-use review required if family or personal imagery is shown. Classified from signed-in Facebook Photos archive by visual review.","Distinct visible photo; exact known logo duplicate excluded.","1A44D461270D4821EC6C77DD60FF41CD3780C0D4FF5EE6CD93686AB5C0EF5B54"
"FB-RAW-122104570059229345","FB-RAW-624815864_122104570059229345_3483964191088678430_n.jpg","09-social-graphics/reference-shared-content/FB-RAW-624815864_122104570059229345_3483964191088678430_n.jpg","09-social-graphics / reference-shared-content","JPEG","Not yet measured","Facebook Photos section, signed-in session","https://www.facebook.com/photo/?fbid=122104570059229345","Not displayed; collected 2026-08-12","Systematic raw Photos-section collection","Identity not yet reviewed","Unclassified","Unclassified","Not stated","Good; full-size Facebook source","Raw business archive; future classification and suitability review","Authenticity type: original business-page photo. Privacy/public-use review required if family or personal imagery is shown. Classified from signed-in Facebook Photos archive by visual review.","Distinct visible photo; exact known logo duplicate excluded.","B08933483A192570E627CDB127B3961FA8869ABE08479564E4366FECB018BB23"
"FB-RAW-122105562771229345","FB-RAW-625033077_122105562771229345_8975148899723012361_n.jpg","01-brand/branded-graphics/FB-RAW-625033077_122105562771229345_8975148899723012361_n.jpg","01-brand / branded-graphics","JPEG","Not yet measured","Facebook Photos section, signed-in session","https://www.facebook.com/photo/?fbid=122105562771229345","Not displayed; collected 2026-08-12","Systematic raw Photos-section collection","Identity not yet reviewed","Unclassified","Unclassified","Not stated","Good; full-size Facebook source","Raw business archive; future classification and suitability review","Authenticity type: original business-page photo. Privacy/public-use review required if family or personal imagery is shown. Classified from signed-in Facebook Photos archive by visual review.","Distinct visible photo; exact known logo duplicate excluded.","7A8887A718D50A5CE0F4B890C4069C323A9D65FD81BB9A45F331AC715BA35EDB"
"FB-RAW-122105296467229345","FB-RAW-625082904_122105296467229345_6219418090091786113_n.jpg","02-team/family-business/FB-RAW-625082904_122105296467229345_6219418090091786113_n.jpg","personal/family business-page photo — privacy review","JPEG","Not yet measured","Facebook Photos section, signed-in session","https://www.facebook.com/photo/?fbid=122105296467229345","Not displayed; collected 2026-08-12","Systematic raw Photos-section collection","Family/people shown; identities not confirmed","General","Family-owned business story / behind-the-scenes","Not stated","Good; full-size Facebook source","Later human review; do not treat as pre-approved final website selection.","Person shown; identity not confirmed. Personal/family-business context; not pre-approved for public use.","Distinct visible photo; exact known logo duplicate excluded.","338221B590ACDE8695B58C0B36EC0D1A880F1C4266B4D6A057555150D515A3DA"
